# num_stochastic 30
58 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
59 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
60 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
61 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
62 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
63 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
64 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
65 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
66 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
67 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
68 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
69 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
70 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
71 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
72 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
73 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
74 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
75 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
76 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
77 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
78 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
79 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
80 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
81 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
82 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
83 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
84 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
85 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
86 ; 678.0 ; [23.17203878  7.21241734 17.00984167 21.19678594  7.954415    8.43618572]
